-2.68421	0.32661	0.02151	-0.00101
-2.71539	-0.16956	0.20352	-0.09960
-2.88982	-0.13735	-0.02471	-0.01930
-2.74644	-0.31112	-0.03767	0.07596
-2.72859	0.33392	-0.09623	0.06313
-2.27990	0.74778	-0.17433	0.02715
-2.82089	-0.08210	-0.26425	0.05010
-2.62648	0.17041	0.01580	0.04628
-2.88796	-0.57080	-0.02734	0.02662
-2.67384	-0.10669	0.19153	0.05589
-2.50653	0.65194	0.06927	0.01661
-2.61314	0.02152	-0.10765	0.15770
-2.78743	-0.22774	0.20033	0.00724
-3.22520	-0.50328	-0.06841	0.02195
-2.64354	1.18619	0.14451	-0.15698
-2.38387	1.34475	-0.28373	-0.00193
-2.62253	0.81809	-0.14532	-0.16474
-2.64832	0.31914	-0.03339	-0.07612
-2.19908	0.87924	0.11452	-0.02533
-2.58735	0.52047	-0.21957	0.06908
-2.31053	0.39787	0.23370	0.01532
-2.54323	0.44003	-0.21484	-0.03844
-3.21586	0.14162	-0.29962	-0.00186
-2.30313	0.10552	-0.04568	-0.14725
-2.35617	-0.03121	-0.12941	0.30162
-2.50792	-0.13906	0.24712	-0.03538
-2.46906	0.13789	-0.10126	-0.05597
-2.56239	0.37468	0.07236	0.01524
-2.63982	0.31929	0.13925	-0.06514
-2.63285	-0.19008	-0.04647	0.12461
-2.58846	-0.19739	0.07128	0.06048
-2.41008	0.41808	0.13839	-0.23084
-2.64764	0.81998	-0.23059	0.28481
-2.59716	1.10002	-0.16358	0.09896
-2.67384	-0.10669	0.19153	0.05589
-2.86700	0.07719	0.15684	-0.16245
-2.62523	0.60680	0.26116	-0.17588
-2.67384	-0.10669	0.19153	0.05589
-2.98184	-0.48025	-0.07972	0.01105
-2.59032	0.23606	0.07390	0.01456
-2.77014	0.27106	-0.08424	-0.09236
-2.85221	-0.93287	0.34096	-0.32265
-2.99830	-0.33431	-0.19901	0.07587
-2.40551	0.19592	-0.27072	-0.17379
-2.20883	0.44270	-0.30349	0.18586
-2.71567	-0.24268	0.09052	-0.14299
-2.53757	0.51037	-0.17192	0.19217
-2.84032	-0.22058	-0.09006	0.06039
-2.54269	0.58628	0.01118	0.04833
-2.70391	0.11501	0.08270	-0.03410
1.28479	0.68544	0.40613	-0.01929
0.93241	0.31920	0.01713	0.00001
1.46406	0.50419	0.33826	0.00086
0.18097	-0.82560	0.17708	-0.09578
1.08713	0.07539	0.30654	-0.11338
0.64044	-0.41732	-0.04119	0.24267
1.09522	0.28389	-0.17002	0.08497
-0.75147	-1.00111	-0.01567	0.01651
1.04330	0.22896	0.41481	0.03752
-0.01019	-0.72057	-0.28344	0.00595
-0.51109	-1.26249	0.26649	-0.04891
0.51110	-0.10228	-0.13233	-0.05010
0.26234	-0.54789	0.69194	-0.06148
0.98404	-0.12436	0.06216	0.16901
-0.17486	-0.25182	-0.09366	-0.12494
0.92757	0.46824	0.31323	-0.10044
0.65959	-0.35198	-0.32838	0.18899
0.23454	-0.33192	0.27028	0.21198
0.94236	-0.54182	0.49735	-0.26064
0.04325	-0.58149	0.23296	0.03956
1.11624	-0.08421	-0.45984	0.07721
0.35679	-0.06682	0.22747	-0.12409
1.29647	-0.32756	0.34751	-0.00325
0.92050	-0.18239	0.23161	0.28683
0.71401	0.15038	0.32037	-0.04294
0.89964	0.32961	0.31477	-0.10112
1.33104	0.24467	0.52124	-0.03751
1.55740	0.26739	0.16464	-0.07035
0.81246	-0.16233	-0.03634	0.02968
-0.30733	-0.36509	0.31534	-0.07653
-0.07034	-0.70254	0.24176	-0.00909
-0.19188	-0.67749	0.30392	0.01805
0.13499	-0.31171	0.17497	-0.03418
1.37874	-0.42121	-0.01548	0.17758
0.58727	-0.48328	-0.44458	0.25244
0.80721	0.19505	-0.38946	0.11662
1.22043	0.40804	0.23657	-0.03164
0.81287	-0.37068	0.61287	-0.15770
0.24520	-0.26673	-0.18956	0.14733
0.16451	-0.67966	0.05780	-0.03097
0.46303	-0.66953	0.02405	0.26844
0.89016	-0.03381	0.00977	0.15345
0.22888	-0.40226	0.22736	-0.01862
-0.70708	-1.00842	0.10207	-0.04762
0.35553	-0.50322	-0.01789	0.09807
0.33113	-0.21118	-0.08381	0.23869
0.37524	-0.29162	-0.07907	0.13117
0.64169	0.01907	0.20417	0.02051
-0.90846	-0.75157	0.00774	-0.23356
0.29781	-0.34702	-0.01218	0.05078
2.53173	-0.01184	-0.75846	0.03260
1.41407	-0.57493	-0.29640	0.01570
2.61648	0.34194	0.11214	-0.06596
1.97081	-0.18113	-0.10654	0.23686
2.34976	-0.04188	-0.28411	0.00131
3.39688	0.54717	0.35187	0.11122
0.51938	-1.19135	-0.54669	0.09880
2.93201	0.35238	0.42369	0.25541
2.31967	-0.24555	0.34992	0.07626
2.91813	0.78038	-0.42174	-0.10773
1.66193	0.24204	-0.24282	-0.11945
1.80234	-0.21615	0.03770	-0.07871
2.16538	0.21528	-0.03315	-0.16267
1.34459	-0.77642	-0.28287	-0.14048
